INITIAL	2685531.5
INITIAL	2661776.33333	1463
sport_objects_raion	2664229.5	2657363.41667	87	2029	skip
INITIAL	2661017.25	2054
young_male	2660164.33333	2661017.25	1	2046	remove
raion_build_count_with_builddate_info	2660164.33333	2660164.33333	2	2046	remove
7_14_all	2661521.0	2660164.33333	3	2236	skip
detention_facility_raion_le	2659956.66667	2660164.33333	3	2095	remove
railroad_terminal_raion_le	2666294.16667	2659956.66667	3	2298	skip
cafe_count_500_price_high	2663933.41667	2659956.66667	7	1861	skip
big_road1_1line_le	2658062.25	2659956.66667	21	2351	remove
thermal_power_plant_raion_le	2658719.08333	2658062.25	30	2354	skip
ID_railroad_station_avto_le	2655226.16667	2658062.25	86	2295	remove
cafe_count_1000_price_2500	2662410.75	2655226.16667	87	2222	skip
raion_popul	2661924.08333	2655226.16667	89	1924	skip
cafe_count_1500_price_500	2661810.75	2655226.16667	97	2026	skip
cafe_count_2000_price_2500	2661162.0	2655226.16667	109	2141	skip
cafe_count_5000_price_high	2665535.58333	2655226.16667	109	2117	skip
trc_sqm_1500	2660612.08333	2655226.16667	111	2273	skip
sport_count_3000	2660392.91667	2655226.16667	114	1943	skip
build_count_block	2665122.66667	2655226.16667	115	2008	skip
cafe_count_2000_price_1000	2664888.25	2655226.16667	120	2049	skip
prom_part_500	2660169.83333	2655226.16667	123	2022	skip
sport_count_1500	2658485.41667	2655226.16667	124	1866	skip
cafe_sum_1500_min_price_avg	2657641.75	2655226.16667	124	2215	skip
cafe_count_5000	2661141.91667	2655226.16667	127	2142	skip
big_church_count_3000	2660255.41667	2655226.16667	128	2106	skip
church_count_1000	2660785.33333	2655226.16667	129	2257	skip
full_all	2656918.66667	2655226.16667	138	2050	skip
office_sqm_2000	2663216.0	2655226.16667	139	1962	skip
office_sqm_1500	2661669.58333	2655226.16667	142	2032	skip
railroad_station_avto_min	2663588.16667	2655226.16667	144	1704	skip
stadium_km	2657221.58333	2655226.16667	145	2438	skip
preschool_quota	2664814.33333	2655226.16667	150	2117	skip
build_count_monolith	2666144.25	2655226.16667	151	1887	skip
cafe_sum_2000_min_price_avg	2669391.91667	2655226.16667	152	1748	skip
museum_km	2659518.25	2655226.16667	155	2103	skip
cafe_count_3000	2670426.25	2655226.16667	156	2108	skip
prom_part_1000	2662279.66667	2655226.16667	160	1897	skip
product_type_le	2662105.08333	2655226.16667	165	1771	skip
office_sqm_500	2655116.08333	2655226.16667	171	1994	remove
office_sqm_5000	2660755.41667	2655116.08333	173	1907	skip
shopping_centers_km	2657979.08333	2655116.08333	175	2138	skip
build_count_1971-1995	2657706.33333	2655116.08333	175	2479	skip
cafe_count_5000_price_2500	2661060.75	2655116.08333	177	1922	skip
thermal_power_plant_km	2658396.58333	2655116.08333	177	2329	skip
green_part_5000	2656261.58333	2655116.08333	181	1917	skip
trc_sqm_2000	2655628.83333	2655116.08333	184	2044	skip
water_treatment_km	2653087.08333	2655116.08333	185	2003	remove
trc_sqm_3000	2656714.66667	2653087.08333	193	1962	skip
cafe_count_1000	2660152.75	2653087.08333	193	1818	skip
school_quota	2658066.58333	2653087.08333	194	2160	skip
cafe_sum_500_min_price_avg	2654492.91667	2653087.08333	198	2278	skip
sadovoe_km	2655895.91667	2653087.08333	198	2129	skip
prom_part_1500	2653646.25	2653087.08333	198	2337	skip
big_market_km	2656263.58333	2653087.08333	200	1994	skip
ID_railroad_station_walk_le	2661659.91667	2653087.08333	202	1961	skip
oil_chemistry_km	2655391.0	2653087.08333	203	2060	skip
basketball_km	2657186.33333	2653087.08333	207	2169	skip
preschool_km	2656604.91667	2653087.08333	207	2056	skip
incineration_km	2657574.25	2653087.08333	211	2134	skip
cafe_sum_1000_min_price_avg	2654711.33333	2653087.08333	218	2131	skip
ts_km	2656529.66667	2653087.08333	223	2148	skip
metro_km_avto	2656697.75	2653087.08333	226	2075	skip
bus_terminal_avto_km	2650221.58333	2653087.08333	235	2236	remove
nuclear_reactor_km	2660377.33333	2650221.58333	235	1789	skip
cafe_count_2000	2661834.5	2650221.58333	239	1809	skip
mkad_km	2660669.25	2650221.58333	240	1952	skip
green_zone_part	2664594.25	2650221.58333	241	1896	skip
park_km	2654791.5	2650221.58333	242	2039	skip
ice_rink_km	2660629.16667	2650221.58333	244	2025	skip
indust_part	2653800.66667	2650221.58333	247	1961	skip
power_transmission_line_km	2656059.83333	2650221.58333	249	2268	skip
theater_km	2654056.91667	2650221.58333	252	1969	skip
zd_vokzaly_avto_km	2654266.08333	2650221.58333	254	2196	skip
railroad_station_avto_km	2653600.66667	2650221.58333	260	2270	skip
market_count_1000	2656121.91667	2650221.58333	260	2281	skip
additional_education_km	2658490.83333	2650221.58333	279	2111	skip
metro_min_walk	2650221.58333	2650221.58333	288	2236	remove
prom_part_5000	2656219.33333	2650221.58333	288	1844	skip
big_road2_km	2656844.41667	2650221.58333	294	2190	skip
market_shop_km	2655907.5	2650221.58333	295	1659	skip
green_part_500	2658723.83333	2650221.58333	296	2128	skip
big_road1_km	2657490.25	2650221.58333	299	1852	skip
green_part_1500	2657329.58333	2650221.58333	300	1747	skip
hospice_morgue_km	2658650.91667	2650221.58333	302	2195	skip
church_synagogue_km	2660097.83333	2650221.58333	306	1858	skip
detention_facility_km	2654733.0	2650221.58333	316	2242	skip
railroad_station_walk_km	2650221.58333	2650221.58333	317	2236	remove
green_part_1000	2655148.66667	2650221.58333	319	2161	skip
